№,Гидрометеорологический пост,Наименование реки,Район,Населенный пункт,ОКТМО,Дата (дд.мм.ггг),в % от нормы,в % от нормы.1
3919,Батагай-Алыта,р.Яна,Эвено-Бытантайский национальный муниципальный район,Батагай-Алыта,98659420101,2011-03-30,<70,70.0
3920,Юбилейная,р.Яна,Усть-Янский муниципальный район,Казачье,98656405101,2011-03-30,>130,130.0
3921,Агаякан,р.Индигирка,Оймяконский муниципальный район,Агаякан,98639410106,2011-03-30,70-90,80.0
3922,Оймякон,р.Индигирка,Оймяконский муниципальный район,Оймякон,98639405101,2011-03-30,>130,130.0
3923,Делянкир,р.Индигирка,Оймяконский муниципальный район,Делянкир,98639153106,2011-03-30,>130,130.0
3924,Юрты,р.Индигирка,Оймяконский муниципальный район,Терют,98639432101,2011-03-30,110-130,120.0
3925,Усть-Нера,р.Индигирка,Оймяконский муниципальный район,Усть-Нера,98639151051,2011-03-30,110-130,120.0
3926,Усть-Мома,р.Индигирка,Момский муниципальный район,Хонуу,98633423101,2011-03-30,70-90,80.0
3927,Депутатский,р.Индигирка,Усть-Янский муниципальный район,Депутатский,98656151051,2011-03-30,90-110,100.0
3928,Белая Гора,р.Индигирка,Абыйский муниципальный район,Белая Гора,98601151051,2011-03-30,90-110,100.0
3929,Чокурдах,р.Индигирка,Аллаиховский муниципальный район,Чокурдах,98606151051,2011-03-30,90-110,100.0
3930,Зырянка,р.Колыма,Верхнеколымский муниципальный район,Зырянка,98615151051,2011-03-30,110-130,120.0
3931,Среднеколымск,р.Колыма,Среднеколымский муниципальный район,Среднеколымск,98646101001,2011-03-30,110-130,120.0
3932,Черский,р.Колыма,Нижнеколымский муниципальный район,Черский,98637151051,2011-03-30,90-110,100.0
3933,Витим,р.Лена,Ленский муниципальный район,Витим,98627153051,2010-03-30,<70,70.0
3934,Ленск,р.Лена,Ленский муниципальный район,Ленск,98627101001,2010-03-30,<70,70.0
3935,Комака,р.Лена,Ленский муниципальный район,Орто-Нахара,98627433101,2010-03-30,90-110,100.0
3936,Дорожный,р.Лена,Ленский муниципальный район,Дорожный,98627420106,2010-03-30,<70,70.0
3937,Нюя,р.Лена,Ленский муниципальный район,Нюя,98627430101,2010-03-30,70-90,80.0
3938,Мача,р.Лена,Олекминский муниципальный район,Мача,98641440101,2010-03-30,<70,70.0
3939,Килеер,р.Лена,Олекминский муниципальный район,Килиер,98641434106,2010-03-30,70-90,80.0
